Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,nFORCE__App__c,nFORCE__lookupKey__c,nFORCE__Is_Archived__c,nFORCE__Is_Questionnaire__c,nPortal__Is_Portal_Enabled__c,nFORCE__Parent_Group__c,nFORCE__Screen__c,nPortal__Context_Type__c,nFORCE__Category__c,nFORCE__Layout__c,nFORCE__Answer_Context__c,AutorabitExtId__c
"a2K4T00000001tBUAQ","0054T000000ZYm5QAG",,"CRA",,"2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG",,,,,"42587259055558994","false","true","false",,,,,,,
