Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,nFORCE__Group__c,nFORCE__Is_Hidden__c,nFORCE__Order__c,nFORCE__Parent_Route__c,nFORCE__Route__c,nFORCE__lookupKey__c,nFORCE__Has_Visibility_Criteria__c,nFORCE__Is_Default_Context_Child__c,nFORCE__Is_Forward_Navigation_Disabled__c,nFORCE__Question_Group__c,nFORCE__Visibility_Criteria__c,nFORCE__Conditional_Display_Criteria__c,nPortal__Is_Portal_Enabled__c,Route_App__c,nFORCE__Orchestration_Step__c,AutorabitExtId__c
"a3f4T000000PGpWQAW","0054T000000ZYm5QAG",,"2873","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG",,"a2K4T00000001uzUAA","false","50.0","a324T000000PWJGQA4","a324T000000PW9DQAW",,"false","false","false","a2K4T00000001tBUAQ",,,"false",,,
