Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,LLC_BI__Product_Object__c,LLC_BI__lookupKey__c,LLC_BI__Non_Global_Product_Type_Count__c,LLC_BI__Category__c,LLC_BI__Interest_Accrual_Method__c,CSiDP__lookupKey__c
"a0Z6g0000027pbXEAQ","0056g000004migcAAA","","Commercial","2020-03-06T13:52:32.000Z","0056g000004migcAAA","2020-03-06T13:52:32.000Z","0056g000004migcAAA","","","","Loan__c","PL-COMM","","Business","310",""
