Id,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LLC_BI__Product_Line__c,LLC_BI__Usage_Type__c,LLC_BI__configKey__c,LLC_BI__lookupKey__c,LLC_BI__Product_Count__c,LLC_BI__Booked__c,LLC_BI__Is_Deposit__c,LLC_BI__Is_Loan__c,LLC_BI__Product_State_Booked_Config_Count__c,LLC_BI__Closed__c,LLC_BI__Product_State_Closed_Config_Count__c,LLC_BI__Excluded__c,LLC_BI__Product_State_Excluded_Config_Count__c,LLC_BI__Ready_To_Transmit__c,LLC_BI__Product_State_Rdy_To_Trans_Confg_Cnt__c,nSBA__eTran_Value__c,LLC_BI__Category__c,nPortal__Online_Application_Enabled__c,nPortal__Online_Application_Group__c,nPortal__Online_Application_Header_Text__c,nPortal__Online_Application_Subheader_Text__c,LLC_BI__Default_Collateral_Type__c,LLC_BI__Default_App__c,LLC_BI__Offer_Fieldset__c,LLC_BI__Interest_Accrual_Method__c,LLC_BI__Maintenance_App__c,LLC_BI__Start_Production_Application__c,LLC_BI__Collapsed_Offer_Card_Field_Set__c,LLC_BI__Expanded_Offer_Card_Field_Set__c,LLC_BI__Loan_Information_Field_Set__c,LLC_BI__Recalculate_Offers_Field_Set__c,LLC_BI__Reference_Image__c,nRetail__Display_Monthly_Expenses__c
"a0a6g0000016C5RAAU","","Real Estate","2020-03-06T13:52:32.000Z","0056g000004migcAAA","2020-03-06T13:52:32.000Z","0056g000004migcAAA","","a0Z6g0000027pbXEAQ","Loan","KY_PT_00000055","PT-Com-RE","","","","","","","","","","","","","","false","","","","","","","","","sbl-group1","","","","","","false"
