Id,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,LLC_BI__Product_Type__c,LLC_BI__RealEstate_Type__c,LLC_BI__RealEstate__c,LLC_BI__lookupKey__c,LLC_BI__Product_Feature__c,Unsecured_Product__c,LLC_BI__Product_Line_Name__c,LLC_BI__Product_Type_Name__c,nSBA__eTran_Value__c,LLC_BI__Default_App__c,LLC_BI__Screen_Section__c,nPortal__Online_Application_Enabled__c,nPortal__Online_Application_Group__c,Classificationproduct__c,Classificationdonotuse__c,nPortal__Online_Application_Header_Text__c,nPortal__Online_Application_Subheader_Text__c,nPortal__External_Name__c,nPortal__Online_Application_Topbar_Fieldset__c,nPortal__Online_Application_Topbar_Text__c,nPortal__Online_Application_Type__c,nPortal__Online_Application_Your_Account_Fieldset__c,nPortal__Product_Marketing__c,CSiDemoCode__c,LLC_BI__Deposit_Rate_Structure__c,LLC_BI__Maintenance_App__c,nPortal__Can_Pledge_Multiple_Collateral__c,nPortal__OA_Approval_Next_Steps__c,nPortal__OA_Auto_Decision_Enabled__c,nPortal__OA_Collateral_Required__c,nPortal__OA_Product_Image__c,nPortal__Online_Application_AS_Screen__c,nPortal__Suggested_Collateral_Enabled__c,CSiDP__lookupKey__c,LLC_BI__Institution__c,LLC_BI__Maximum_Funding_Amount__c,LLC_BI__Minimum_Funding_Amount__c,nPortal__OA_Deposit_Funding_Failure_Next_Steps__c,nPortal__OA_Deposit_Funding_Next_Steps__c,nPortal__Your_Products_Component_Field_Set__c,WKDDP__Description__c,LLC_BI__Disable_Id_Document_Save__c,LLC_BI__Other_Disclosures_Description__c,LLC_BI__Other_Disclosures_Received__c,nPortal__OA_Collapsed_Offer_Card_Summary__c,nPortal__OA_Expanded_Offer_Summary_Card__c,nPortal__OA_Offers_Accepted_Next_Steps__c,nPortal__OA_Offers_Enabled__c
"a0b6g000001RKXaAAO","","Land Development","","2020-03-06T13:52:32.000Z","0056g000004migcAAA","2020-03-19T09:49:19.000Z","0056g000004migcAAA","","","","","a0a6g0000016C5RAAU","Single Family Home","","PR-1003","a0y6g000001a5CkAAI","false","","","","","","false","","Term Loan","","","","","","","","","","","","","false","","false","false","","","false","","a4q6g000000ESd1AAG","","","","","","","false","","false","","","","false"
