Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LLC_BI__Brand__c,LLC_BI__Community_Extension__c,LLC_BI__Community_Name__c,LLC_BI__Community_Network_ID__c,LLC_BI__Look_Up_Key__c,LLC_BI__LookupKey__c,LLC_BI__Permission_Set__c
"a4q6g000000ESd1AAG","0056g000004migcAAA","","nSight Financial","2020-03-06T13:52:32.000Z","0056g000004migcAAA","2020-03-06T13:52:32.000Z","0056g000004migcAAA","","a4e6g0000009AQhAAM","CustomerPortal","Customer Portal","","34652546354g5","","nSightFinancial_Community"
