Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,nFORCE__Disable_Print__c,nFORCE__Show_Link_To_Context_Object__c,nFORCE__lookupKey__c,AutorabitExtId__c
a344T000000PEXlQAO,0054T000000ZYm5QAG,,Small Business Credit Memo,2019-09-09T15:17:11.000Z,0054T000000ZYm5QAG,2019-09-09T15:17:11.000Z,0054T000000ZYm5QAG,,,true,true,42020229641177386,
a344T000000PEXmQAO,0054T000000ZYm5QAG,,Small Business Credit Memo,2019-09-09T15:17:11.000Z,0054T000000ZYm5QAG,2019-09-09T15:17:11.000Z,0054T000000ZYm5QAG,,,true,true,42688202744939236,
