Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,nFORCE__App__c,nFORCE__lookupKey__c,nFORCE__Is_Archived__c,nFORCE__Is_Questionnaire__c,nPortal__Is_Portal_Enabled__c,nFORCE__Parent_Group__c,nFORCE__Screen__c,nPortal__Context_Type__c,nFORCE__Category__c,nFORCE__Layout__c,nFORCE__Answer_Context__c,AutorabitExtId__c
"a2K4T00000007wHUAQ","0054T000000ZZW7QAO","","TestMigration","","2019-12-06T14:31:29.000Z","0054T000000ZZW7QAO","2019-12-06T14:31:29.000Z","0054T000000ZZW7QAO","","","","testmigration","36861575395413366","false","false","false","","","","","","","a2B6g0000004bzaEAA"
