Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,nFORCE__Disable_Print__c,nFORCE__Show_Link_To_Context_Object__c,nFORCE__lookupKey__c,AutorabitExtId__c
"a344T000000PEdXQAW","0054T000000ZYm5QAG","","Connection Roles","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","","false","true","98y97h7qh79h2398h93",""
