Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,LLC_BI__Description__c,LLC_BI__Is_Template__c,LLC_BI__Screen__c,LLC_BI__lookupKey__c,LLC_BI__Object_API_Name__c,LLC_BI__Is_Disabled__c,LLC_BI__FScreen__c,LLC_BI__Linked_Placeholder_Id__c,AutorabitExtId__c
"a1H4T000000PMsXUAW","0054T000000ZYm5QAG","","Standard Review Credit Memo (Product Package)","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","2019-09-09T15:17:11.000Z","0054T000000ZYm5QAG","","","","","nCino Standard Review Credit Memo (Product Package Only)","true","","","LLC_BI__Review__c","false","a344T000000PEXoQAO","",""
